new_Date,A069500 종가(원),A252650 종가(원),A251890 종가(원),A156080 종가(원),A226980 종가(원),A229200 종가(원)
2020-09-18,0.003310736,0,-0.002345582,0.003654485,0.001525941,0.010881393
2020-09-21,-0.008485229,0.002642706,-0.019200627,-0.002317114,-0.01015744,-0.026910657
2020-09-22,-0.023296355,-0.037427517,-0.030763084,-0.024220305,-0.034889687,-0.032079646
2020-09-23,0.003731949,-0.000547645,-0.00370981,0.002040122,0.003189793,0.006095238
2020-09-24,-0.023116715,-0.029041096,-0.036408771,-0.021038344,-0.038685745,-0.05187429
2020-09-25,0.004467979,0,0,0.003812825,0.006615215,-0.001996805
2020-09-28,0.014662273,0.022009029,0.032202662,0.012430939,0.017524644,0.044817927
2020-09-29,0.009417113,0.012147985,0.015391015,0.002387449,0.012378902,0.012638836
2020-10-05,0.010937751,0.016912166,0.011061041,0.013610071,0.019670388,0.006429652
2020-10-06,0.002227526,0,0.009724473,0.004028197,0.000521376,-0.001878993
2020-10-07,0.009684077,-0.001609442,0.003210273,0.0073554,0.004168838,0.009036145
2020-10-08,0.000314465,0.012896292,0.0024,0.001991371,0.010378827,-0.002985075
2020-10-12,0.004086765,0.002122016,0.002394254,0.007618417,0.006163328,0.003742515
2020-10-13,0.000782718,-0.00847009,-0.003582803,-0.001314924,-0.012761613,-0.008202834
2020-10-14,-0.009854528,-0.002669514,-0.005593288,-0.005595787,-0.012926577,-0.015037594
2020-10-15,-0.007424961,-0.009100642,-0.021293692,-0.005627276,-0.007857517,-0.02480916
2020-10-16,-0.005888907,-0.002160994,-0.019293924,-0.013981358,-0.010031679,-0.008219178
2020-10-19,0.002241435,0.009745533,-0.006278778,0.008102633,0.0096,-0.011444357
2020-10-20,0.007028754,-0.006434316,-0.00505476,-0.001004689,-0.007395668,0.009580838
2020-10-21,0.003172589,0.018348624,0.011854361,0.006034194,0.017562533,0.007117438
2020-10-22,-0.006799494,-0.002119767,-0.012552301,-0.003665445,-0.007322176,-0.029839026
2020-10-23,0.003661837,0.000531067,0,0.001672241,0.005795574,-0.0072845
2020-10-26,-0.001903553,-0.010084926,-0.050423729,0,-0.017810372,-0.035059111
2020-10-27,-0.008582327,-0.011796247,0.007585899,-0.007679466,-0.003733333,0.01182932
2020-10-28,0.005290157,0.007053717,0.029229407,0.00269179,0.017130621,0.03006263
2020-10-29,-0.011959815,-0.00862069,0.007314974,-0.006375839,0,0.021483583
2020-10-30,-0.027114267,-0.020652174,-0.021358394,-0.027355623,-0.027894737,-0.040079365
2020-11-02,0.01526211,0.009988901,0.011348756,0.010763889,0.014076881,0.014468789
2020-11-03,0.019934641,0.023626374,0.016400518,0.0195809,0.029364656,0.02200489
2020-11-04,0.006247997,0.003220612,0.014437367,0.004716981,0.010892116,0.019936204
2020-11-05,0.021971024,0.01658641,0.017161992,0.01676727,0.017957927,0.019546521
2020-11-06,0.0024926,-0.001578947,-0.006995885,0.008575198,0,-0.020322086
2020-11-09,0.012587413,0.017923036,0.012018235,0.015042511,0.034274194,0.014872798
2020-11-10,-0.000153468,0.016571724,-0.006961507,-0.006443299,0.00877193,-0.020825299
2020-11-11,0.016116654,0.015282731,-0.000824742,0.021400778,0.002415459,0.006301694
2020-11-12,-0.004833837,-0.004014049,0,-0.002857143,0.004819277,-0.002739726
2020-11-13,0.010473588,-0.00604534,-0.002476269,0.009551098,-0.006235012,0.002747253
2020-11-16,0.02133093,0.012164217,0.011170873,0.024913277,0.009169884,0.008219178
2020-11-17,-0.000294161,0,-0.009819967,-0.004615385,-0.0023912,-0.010481366
2020-11-18,-0.001029866,0.00450676,0.011570248,-0.001545595,0.003355705,0.014907807
2020-11-19,0.001325479,-0.001994018,0.013071895,-0.000928793,-0.004300048,0.015075377
2020-11-20,0.001029563,0.004995005,0.009677419,0.004028509,0.008637236,0.011805027
2020-11-23,0.022920952,0.013419483,0.007188498,0.023148148,0.012369172,0.003387279
2020-11-24,0.005458202,0,0,0.009351433,-0.002349624,-0.009002251
2020-11-25,-0.005857143,0.004904365,-0.018239492,-0.01315003,-0.012717852,-0.003785011
2020-11-26,0.009915218,-0.007808687,0.017770598,0.016050878,0.003816794,0.017477204
2020-11-27,0.002276608,0,0.009126984,0.004769001,0.010931559,0.017176998
2020-11-30,-0.015190233,-0.007378259,0.005505309,-0.018688816,-0.001880583,-0.004038179
2020-12-01,0.015856999,0.013379584,0.005084083,0.008766626,0.00612341,0.009952083
2020-12-02,0.017454236,0.007823961,0.008949416,0.026071322,-0.000468165,0.011678832
2020-12-03,0.007112971,0.000485201,0.005784805,0.011390187,0.000468384,0.015512266
2020-12-04,0.017864562,0.001939864,0.007668712,0.021079988,-0.007958801,0.018827709
2020-12-07,0.005442177,-0.006776379,0.01674277,0.008484163,-0.002359604,0.035216179
2020-12-08,-0.015967524,-0.003898635,-0.022080838,-0.018788559,-0.012298959,-0.040754463
2020-12-09,0.02310231,0.015655577,0.008036739,0.018576736,0.01532567,0.009831461
2020-12-10,-0.007930108,0.007225434,0.006074412,-0.001402918,0.008962264,0.016689847
2020-12-11,0.008670912,0.014825442,0.005660377,0.004214667,0.015895278,0.004103967
2020-12-14,-0.003895232,-0.007540057,0.000375235,0.003077784,-0.002300966,0.004427793
2020-12-15,0,-0.000474834,0.0060015,-0.00195258,0.004612546,0.000678196
2020-12-16,0.004180151,0.00807601,0.008948546,0.003074343,0.01010101,0.008132836
2020-12-17,-0.000939976,0,0.005173688,-0.002786291,0.009545455,0.004369748
2020-12-18,-0.001344086,0.010838831,0.003676471,-0.002794077,0.011256191,0.00167336
2020-12-21,0.001211306,0.008391608,0.003296703,-0.001400953,0.016918967,0.018710324
2020-12-22,-0.016265627,-0.024040684,-0.022635999,-0.012626263,-0.028458844,-0.031813709
2020-12-23,0.014211533,0.000473709,-0.007844602,0.015913612,-0.010815683,-0.005081301
2020-12-24,0.019940717,0.007575758,0.00753012,0.021538462,0.004100228,0.009874021
2020-12-28,0.005019815,-0.000469925,-0.002242152,-0.000821468,-0.004990926,0.019217802
2020-12-29,0.016955836,0.012223789,0.028838951,0.022197862,0.031463748,0.024809792
2020-12-30,0.021067597,0.022758941,0.01565344,0.019034853,0.019893899,-0.001936733
2021-01-04,0.026329114,0.014078111,0.008602151,0.022625625,0.036410923,-0.003880983
2021-01-05,0.015046867,0.02060009,0.009594883,0.018523283,0.020493517,0.000649351
2021-01-06,-0.009720535,-0.003071523,-0.004927842,-0.012376863,-0.008606557,-0.00843608
2021-01-07,0.023312883,0.024207746,0.007782101,0.022250639,0.01984291,0.005235602
2021-01-08,0.044244604,0.006875806,-0.001755002,0.050287716,0.002837454,0.007161458
2021-01-11,0.002526122,-0.012377294,-0.010900141,0.003096713,-0.019805982,-0.000323206
2021-01-12,-0.00778834,-0.001296456,-0.006754355,-0.008786512,0.002886598,-0.002909796
2021-01-13,0.005656239,0.007788836,0.003221188,0.009822712,0.001233553,0
2021-01-14,-0.001262626,0.013310434,0.008562255,-0.005456702,0.011088296,-0.011673152
2021-01-15,-0.0219515,-0.011864407,-0.014856739,-0.020038168,-0.012185215,-0.020013123
2021-01-18,-0.023266745,-0.023584906,-0.020825853,-0.026046738,-0.014391447,-0.027787077
2021-01-19,0.026347449,0.019323671,0.011734507,0.022744314,0.020442219,0.016528926
2021-01-20,0.005743758,0.015510556,0.018484958,0.010997067,0.014717907,0.022696477
2021-01-21,0.014685315,0.016122189,0.004626335,0.013536379,0.019742143,0
2021-01-22,-0.007006662,-0.002922756,0,-0.004769855,0.005531411,-0.00298112
2021-01-25,0.023944477,0.023450586,0.017357421,0.020848311,0.013752456,0.031893688
2021-01-26,-0.027225486,-0.013502455,-0.005222841,-0.023943662,-0.012015504,-0.010946555
2021-01-27,-0.003367785,0.005806719,-0.005250263,-0.007455507,-0.010592389,-0.01171875
2021-01-28,-0.019575856,-0.036701031,-0.025686137,-0.022534529,-0.019032514,-0.018115942
2021-01-29,-0.022462562,-0.02739726,-0.036114121,-0.019831433,-0.039207761,-0.032874874
2021-02-01,0.024924012,0.033010563,0.032221806,0.018462317,0.032814472,0.041623309
2021-02-02,0.014827995,0.004260758,0.003266788,0.019865905,0.00610998,0
2021-02-03,0.00829924,0.002121341,0.006512301,0.002434867,0.013360324,0.004995005
2021-02-04,-0.016693717,0.00254022,-0.006829619,-0.014330823,-0.005992809,-0.011597084
2021-02-05,0.012732846,0.006756757,0.005428882,0.012074914,0.002813505,0.002011398
2021-02-08,-0.009778813,0.007969799,-0.003599712,-0.008765522,0.006813627,-0.008364001
2021-02-09,-0.003409358,0.003745318,-0.003612717,-0.003930238,-0.001990446,-0.008097166
2021-02-10,0.006960009,0.010364842,0,0.007398274,0.007578779,0.004761905
2021-02-15,0.014643861,-0.001231022,0.022117476,0.01370869,0.013064133,0.015233582
2021-02-16,0.004387484,0.000821693,-0.003902093,0.001931901,0.000390778,-0.01633878
2021-02-17,-0.01080584,-0.00862069,0.004985755,-0.004338395,-0.00703125,-0.005084746
2021-02-18,-0.014294015,0.001242236,-0.013111269,-0.015250545,-0.00747443,-0.01362862
2021-02-19,0.008724357,-0.006617039,-0.002513465,0.000245821,-0.001981768,0.003454231
2021-02-22,-0.010518934,0.002081599,-0.010799136,-0.004915213,0.002779984,-0.021342513
2021-02-23,-0.001063076,0,-0.01783115,0.004692517,-0.012277228,-0.023566655
2021-02-24,-0.021284143,-0.031574574,-0.028158577,-0.027531957,-0.032076985,-0.029899135
2021-02-25,0.036365833,0.017160017,0.017918414,0.031092012,0.031483016,0.047530635
2021-02-26,-0.027628818,-0.018135808,-0.019101124,-0.03015445,-0.010843373,-0.031194612
2021-03-02,0.011149742,0.019329897,0.019473081,0.013902932,0.001218027,0.02561288
